Symbol,Name
JLHEX,"John Hancock Funds II Multimanager 2035 Lifetime Portfolio Class R2"
JLHFX,"John Hancock Funds II Multimanager 2035 Lifetime Portfolio Class R3"
JLHGX,"John Hancock Funds II Multimanager 2035 Lifetime Portfolio Class R4"
JLHHX,"John Hancock Funds II Multimanager 2035 Lifetime Portfolio Class R5"
JLHIX,"John Hancock Funds II Multimanager 2035 Lifetime Portfolio Class R6"
JLHOX,"John Hancock Funds II Multimanager 2035 Lifetime Portfolio Class 1"
JLIAX,"John Hancock Funds II Multimanager 2040 Lifetime Portfolio Class A"
JLIDX,"John Hancock Funds II Multimanager 2040 Lifetime Portfolio Class R1"
JLIEX,"John Hancock Funds II Multimanager 2040 Lifetime Portfolio Class R2"
JLIFX,"John Hancock Funds II Multimanager 2040 Lifetime Portfolio Class R3"
JLIGX,"John Hancock Funds II Multimanager 2040 Lifetime Portfolio Class R4"
JLIHX,"John Hancock Funds II Multimanager 2040 Lifetime Portfolio Class R5"
JLIIX,"John Hancock Funds II Multimanager 2040 Lifetime Portfolio Class R6"
JLIOX,"John Hancock Funds II Multimanager 2040 Lifetime Portfolio Class 1"
JLJAX,"John Hancock Funds II Multimanager 2045 Lifetime Portfolio Class A"
JLJDX,"John Hancock Funds II Multimanager 2045 Lifetime Portfolio Class R1"
JLJEX,"John Hancock Funds II Multimanager 2045 Lifetime Portfolio Class R2"
JLJFX,"John Hancock Funds II Multimanager 2045 Lifetime Portfolio Class R3"
JLJGX,"John Hancock Funds II Multimanager 2045 Lifetime Portfolio Class R4"
JLJHX,"John Hancock Funds II Multimanager 2045 Lifetime Portfolio Class R5"
JLJIX,"John Hancock Funds II Multimanager 2045 Lifetime Portfolio Class R6"
JLJOX,"John Hancock Funds II Multimanager 2045 Lifetime Portfolio Class 1"
JLKAX,"John Hancock Funds Multimanager 2050 Lifetime Portfolio Class A"
JLKDX,"John Hancock Funds Multimanager 2050 Lifetime Portfolio Class R1"
JLKEX,"John Hancock Funds Multimanager 2050 Lifetime Portfolio Class R2"
JLKFX,"John Hancock Funds Multimanager 2050 Lifetime Portfolio Class R3"
JLKGX,"John Hancock Funds Multimanager 2050 Lifetime Portfolio Class R4"
JLKHX,"John Hancock Funds Multimanager 2050 Lifetime Portfolio Class R5"
JLKLX,"John Hancock Funds Multimanager 2055 Lifetime Portfolio Class A"
JLKMX,"John Hancock Funds Multimanager 2055 Lifetime Portfolio Class R1"
JLKNX,"John Hancock Funds Multimanager 2055 Lifetime Portfolio Class R2"
JLKOX,"John Hancock Funds Multimanager 2050 Lifetime Portfolio Class 1"
JLKPX,"John Hancock Funds Multimanager 2055 Lifetime Portfolio Class R3"
JLKQX,"John Hancock Funds Multimanager 2055 Lifetime Portfolio Class R4"
JLKRX,"John Hancock Funds Multimanager 2050 Lifetime Portfolio Class R6"
JLKSX,"John Hancock Funds Multimanager 2055 Lifetime Portfolio Class R5"
JLKTX,"John Hancock Funds Multimanager 2055 Lifetime Portfolio Class R6"
JLKUX,"John Hancock Funds Multimanager 2055 Lifetime Portfolio Class 1"
JLKYX,"John Hancock Funds Multi-Index 2055 Lifetime Portfolio Class R6"
JLKZX,"John Hancock Funds Multi-Index 2055 Lifetime Portfolio Class 1"
JLMOX,"John Hancock Funds Multi-Index Lifestyle Moderate Portfolio Class 1"
JLMRX,"John Hancock Funds Multi-Index Lifestyle Moderate Portfolio Class R6"
JLPCX,"JPMorgan U.S. Large Cap Core Plus Fund Class C Shares"
JLPSX,"JPMorgan U.S. Large Cap Core Plus Fund Class I Shares"
JLPYX,"JPMorgan U.S. Large Cap Core Plus Fund Class R6"
JLPZX,"JPMorgan U.S. Large Cap Core Plus Fund Class R2 Shares"
JLVIX,"John Hancock Fundamental Large Cap Core Fund Class I"
JLVMX,"JPMorgan Large Cap Value Fund Class R6"
JLVRX,"JPMorgan Large Cap Value Fund Class R5"
JLVZX,"JPMorgan Large Cap Value Fund Class R2"
JMARX,"PGIM Moderate Allocation Fund-Class R"
JMBAX,"John Hancock Funds Short Duration Credit Opportunities Fund Class A"
JMBCX,"John Hancock Funds Short Duration Credit Opportunities Fund Class C"
JMBIX,"John Hancock Funds Short Duration Credit Opportunities Fund Class I"
JMBRX,"JPMorgan SmartRetirement® Blend 2045 Fund Class R5"
JMBUX,"JPMorgan Mortgage-Backed Securities Fund Class R6"
JMCCX,"JPMorgan Mid Cap Equity Fund Class C"
JMCEX,"JPMorgan Mid Cap Equity Fund Class R2"
JMCGX,"Jacob Micro Cap Growth Fund Investor Class shares"
JMCMX,"JPMorgan Multi-Manager Alternatives Fund Class C"
JMCRX,"James Micro Cap Fund"
JMCVX,"Janus Henderson Mid Cap Value Fund Class T"
JMEEX,"JPMorgan Mid Cap Equity Fund Class R5"
JMENX,"John Hancock Funds Multimanager 2060 Lifetime Portfolio Class I"
JMESX,"JPMorgan Global Unconstrained Equity Fund Class I"
JMEZX,"JPMorgan Market Expansion Enhanced Index Fund Class R2"
JMGFX,"JPMorgan Mid Cap Growth Fund Class R5"
JMGIX,"JPMorgan Managed Income Fund L Class Shares"
JMGLX,"JPMorgan Managed Income Fund Class I"
JMGMX,"JPMorgan Mid Cap Growth Fund Class R6"
JMGPX,"JPMorgan Mid Cap Growth Fund Class R3"
JMGQX,"JPMorgan Mid Cap Growth Fund Class R4"
JMGRX,"Janus Henderson Enterprise Fund Class I"
JMGZX,"JPMorgan Mid Cap Growth Fund Class R2"
JMIAX,"Janus Henderson International Managed Volatility Fund Class A"
JMICX,"Janus Henderson International Managed Volatility Fund Class C"
JMIEX,"JPMorgan Emerging Markets Equity Fund Class L"
JMIGX,"Jacob Micro Cap Growth Fund Institutional Class shares"
JMIIX,"Janus Henderson International Managed Volatility Fund Class I"
JMISX,"Janus Henderson International Managed Volatility Fund Class S"
JMIVX,"Janus Henderson Mid Cap Value Fund Class L"
JMKAX,"John Hancock Funds Emerging Markets Debt Fund Class A"
JMKCX,"John Hancock Funds Emerging Markets Debt Fund Class C"
JMKIX,"John Hancock Funds Emerging Markets Debt Fund Class I"
JMLPX,"James Alpha MLP Portfolio Class I"
JMMAX,"JPMorgan Multi-Manager Alternatives Fund Class A"
JMMRX,"JPMorgan Multi-Manager Alternatives Fund Class R5"
JMMSX,"JPMorgan Multi-Manager Alternatives Fund Class I"
JMMYX,"JPMorgan Multi-Manager Alternatives Fund Class R6"
JMNAX,"JPMorgan Research Market Neutral Fund Class A"
JMNCX,"JPMorgan Research Market Neutral Fund Class C"
JMNSX,"JPMorgan Research Market Neutral Fund Class I"
JMOAX,"Janus Henderson Global Allocation Fund - Moderate Class A"
JMOCX,"Janus Henderson Global Allocation Fund - Moderate Class C"
JMOIX,"Janus Henderson Global Allocation Fund - Moderate Class I"
JMOSX,"Janus Henderson Global Allocation Fund - Moderate Class S"
JMRNX,"Janus Henderson International Managed Volatility Fund Class N"
JMSCX,"Janus Henderson Global Allocation Fund - Conservative Class D"
JMSFX,"JPMorgan Income Fund Class R6"
JMSIX,"JPMorgan Income Fund Class I"
JMSSX,"JPMorgan SmartRetirement® Blend 2045 Fund Class I"
JMTAX,"JPMorgan Total Return Fund Class A Shares"
JMTCX,"JPMorgan Total Return Fund Class C Shares"
JMTIX,"JPMorgan Total Return Fund Class R6 Shares"
JMTNX,"Janus Henderson Multi-Sector Income Fund Class N"
JMTRX,"JPMorgan Total Return Fund Class R5 Shares"
JMTSX,"JPMorgan Total Return Fund Class I Shares"
JMTTX,"JPMorgan Total Return Fund Class R2 Shares"
JMUAX,"Janus Henderson Multi-Sector Income Fund Class A"
JMUCX,"Janus Henderson Multi-Sector Income Fund Class C"
JMUDX,"Janus Henderson Multi-Sector Income Fund Class D"
JMUEX,"JPMorgan U.S. Equity Fund Class L"
JMUIX,"Janus Henderson Multi-Sector Income Fund Class I"
JMUNX,"Johnson Municipal Income Fund"
JMUSX,"Janus Henderson Multi-Sector Income Fund Class S"
JMUTX,"Janus Henderson Multi-Sector Income Fund Class T"
JMVAX,"Janus Henderson Mid Cap Value Fund Class I"
JMVCX,"Janus Henderson Mid Cap Value Fund Class C"
JMVIX,"Janus Henderson Mid Cap Value Fund Class S"
JMVPX,"JPMorgan Mid Cap Value Fund Class R3"
JMVQX,"JPMorgan Mid Cap Value Fund Class R4"
JMVRX,"JPMorgan Mid Cap Value Fund Class R5"
JMVSX,"JPMorgan Mid Cap Value Fund Class I"
JMVYX,"JPMorgan Mid Cap Value Fund Class R6"
JMVZX,"JPMorgan Mid Cap Value Fund Class R2"
JMYAX,"JPMorgan SmartRetirement® Blend 2045 Fund Class R6"
JNABX,"JPMorgan SmartRetirement® Blend 2050 Fund Class R5"
JNARX,"JPMorgan SmartRetirement® Blend 2045 Fund Class R2"
JNBAX,"JPMorgan Income Builder Fund Class A Shares"
JNBCX,"JPMorgan Income Builder Fund Class C Shares"
JNBSX,"JPMorgan Income Builder Fund Class I Shares"
JNBZX,"JPMorgan Income Builder Fund Class R6"
JNEAX,"JPMorgan SmartRetirement® Blend 2050 Fund Class I"
JNEMX,"JPMorgan International Equity Fund Class R6"
JNGIX,"Janus Henderson Growth And Income Fund Class D"
JNGLX,"Janus Henderson Global Life Sciences Fund Class D"
JNGOX,"Janus Henderson Global Value Fund Class D"
JNGSX,"Janus Henderson Global Real Estate Fund Class D"
JNGTX,"Janus Henderson Global Technology Fund Class D"
JNHYX,"Janus Henderson High-Yield Fund Class D"
JNMCX,"Janus Henderson Mid Cap Value Fund Class D"
JNNRX,"JPMorgan SmartRetirement® Blend 2050 Fund Class R2"
JNOSX,"Janus Henderson Overseas Fund Class D"
JNPLX,"Janus Henderson Large Cap Value Fund Class D"
JNPSX,"Janus Henderson Small Cap Value Fund Class D"
JNRAX,N/A
JNRFX,"Janus Henderson Research Fund Class D"
JNRIX,N/A
JNRRX,"PGIM Jennison Natural Resources Fund - Class R"
JNSAX,"JPMorgan SmartRetirement® 2025 Fund Class A"
JNSCX,"JPMorgan SmartRetirement® 2025 Fund Class C"
JNSGX,"Janus Henderson Global Allocation Fund - Growth Class D"
JNSIX,"JPMorgan SmartRetirement® 2025 Fund Class R5"
JNSMX,"Janus Henderson Global Allocation Fund - Moderate Class D"
JNSPX,"JPMorgan SmartRetirement® 2025 Fund Class R3"
JNSQX,"JPMorgan SmartRetirement® 2025 Fund Class R4"
JNSSX,"JPMorgan SmartRetirement® 2025 Fund Class I"
JNSTX,"Janus Henderson Short-Term Bond Fund Class D"
JNSYX,"JPMorgan SmartRetirement® 2025 Fund Class R6"
JNSZX,"JPMorgan SmartRetirement® 2025 Fund Class R2"
JNTEX,"JPMorgan SmartRetirement® Blend 2040 Fund Class R3"
JNTKX,"JPMorgan SmartRetirement® Blend 2050 Fund Class R3"
JNTLX,"JPMorgan SmartRetirement® Blend 2045 Fund Class R4"
JNTNX,"JPMorgan SmartRetirement® Blend 2040 Fund Class R4"
JNTOX,"JPMorgan SmartRetirement® Blend 2045 Fund Class R3"
JNTPX,"JPMorgan SmartRetirement® Blend 2050 Fund Class R4"
JNUSX,"JPMorgan International Value Fund Class L"
JNVIX,"Jensen Quality Value Fund Class I"
JNVMX,"JPMorgan International Value Fund Class R6"
JNVSX,"Jensen Quality Value Fund Class J"
JNYAX,"JPMorgan SmartRetirement® Blend 2050 Fund Class R6"
JNYIX,"JPMorgan New York Tax Free Bond Fund Class I"
JOAAX,"JOHCM Asia Ex-Japan Equity Fund Class II"
JOAIX,"JOHCM Asia Ex-Japan Equity Fund Class I"
JOAMX,"JOHCM Asia Ex-Japan Equity Fund Institutional Shares"
JOBBX,"JPMorgan SmartRetirement® Blend 2040 Fund Class R5"
JOBEX,"JPMorgan SmartRetirement® Blend 2040 Fund Class I"
JOBIX,"JOHCM Global Income Builder Fund Institutional Shares"
JOBRX,"JPMorgan SmartRetirement® Blend 2040 Fund Class R2"
JOBYX,"JPMorgan SmartRetirement® Blend 2040 Fund Class R6"
JODIX,"JOHCM US Small Mid Cap Equity Fund Class I"
JODMX,"JOHCM US Small Mid Cap Equity Fund Institutional Shares"
JOEAX,"JOHCM Emerging Markets Opportunities Fund Class II Shares"
JOECX,"JPMorgan Opportunistic Equity Long/Short Fund Class C"
JOEIX,"JOHCM Emerging Markets Opportunities Fund Class I"
JOELX,"JPMorgan Opportunistic Equity Long/Short Fund Class A"
JOEMX,"JOHCM Emerging Markets Opportunities Fund Institutional Shares"
JOEPX,"JPMorgan Opportunistic Equity Long/Short Fund Class R5"
JOEQX,"JPMorgan Opportunistic Equity Long/Short Fund Class I"
JOERX,"JPMorgan Opportunistic Equity Long/Short Fund Class R6"
JOEZX,"JPMorgan Opportunistic Equity Long/Short Fund Class R2"
JOFIX,"JOHCM Global Income Builder Fund Class I Shares"
JOGEX,"JOHCM Global Equity Fund Class I"
JOGIX,"JOHCM Global Equity Fund Institutional Shares"
JOHAX,"JOHCM International Select Fund Class II Shares"
JOHIX,"JOHCM International Select Fund Class I Shares"
JOISX,"JOHCM International Small Cap Equity Fund Class I"
JOLAX,"Janus Henderson Emerging Markets Managed Volatility Fund Class A"
JOLCX,"Janus Henderson Emerging Markets Managed Volatility Fund Class C"
JOLDX,"Janus Henderson Emerging Markets Managed Volatility Fund Class D"
JOLIX,"Janus Henderson Emerging Markets Managed Volatility Fund Class I"
JOLNX,"Janus Henderson Emerging Markets Managed Volatility Fund Class N"
JOLSX,"Janus Henderson Emerging Markets Managed Volatility Fund Class S"
JOLTX,"Janus Henderson Emerging Markets Managed Volatility Fund Class T"
JOMEX,"JOHCM Emerging Markets Small Mid Cap Equity Fund Class I"
JOMMX,"JOHCM Emerging Markets Small Mid Cap Equity Fund Class Institutional Shares"
JOPPX,"Johnson Opportunity Fund"
JOPSX,"JOHCM International Opportunities Fund Institutional Shares"
JORAX,"Janus Henderson Global Select Fund Class A"
JORCX,"Janus Henderson Global Select Fund Class C"
JORFX,"Janus Henderson Global Select Fund Class I"
JORIX,"Janus Henderson Global Select Fund Class S"
JORNX,"Janus Henderson Global Select Fund Class T"
JORRX,"Janus Henderson Global Select Fund Class R"
JORSX,"John Hancock Small Cap Core Fund Class R6"
JOSAX,"JOHCM International Small Cap Equity Fund Class II"
JOSMX,"JOHCM International Small Cap Equity Fund Institutional Shares"
JPBRX,"JPMorgan SmartRetirement® Blend 2035 Fund Class R5"
JPDEX,"JPMorgan Tax Aware Equity Fund Class I"
JPDVX,"JPMorgan Diversified Fund Class L"
JPEAX,"JPMorgan Tax Aware Equity Fund Class A"
JPECX,"JPMorgan Tax Aware Equity Fund Class C"
JPFAX,"JPMorgan Equity Focus Fund Class A"
JPFCX,"JPMorgan Equity Focus Fund Class C"
JPFSX,"JPMorgan Equity Focus Fund Class I"
JPGSX,"JPMorgan Intrepid Growth Fund Class I"
JPHAX,"JPMorgan Floating Rate Income Fund Class A"
JPHCX,"JPMorgan Floating Rate Income Fund Class C"
JPHRX,"JPMorgan Floating Rate Income Fund Class R6"
JPHSX,"JPMorgan Floating Rate Income Fund Class I"
JPIAX,"JPMorgan Intrepid America Fund Class I"
JPICX,"JPMorgan California Tax Free Bond Fund Class I"
JPIEX,"JPMorgan U.S. Research Enhanced Equity Fund Class L"
JPINX,"JPMorgan Realty Income Fund Class R6"
JPIVX,"JPMorgan Intrepid Value Fund Class I Shares"
JPLAX,"John Hancock Funds II Multimanager Lifestyle Aggressive Portfolio Class R1"
JPLBX,"John Hancock Funds II Multimanager Lifestyle Balanced Portfolio Class R1"
JPLCX,"John Hancock Funds II Multimanager Lifestyle Conservative Portfolio Class R1"
JPLGX,"John Hancock Funds II Multimanager Lifestyle Growth Portfolio Class R1"
JPLMX,"John Hancock Funds II Multimanager Lifestyle Moderate Portfolio Class R1"
JPLNX,"Janus Henderson Large Cap Value Fund Class N"
JPLTX,"Janus Henderson Large Cap Value Fund Class T"
JPMNX,"JPMorgan Research Market Neutral Fund Class L"
JPORX,"John Hancock Funds Multi-Index 2060 Preservation Portfolio Class R4"
JPPAX,"Janus Henderson Global Value Fund Class A"
JPPCX,"Janus Henderson Global Value Fund Class C"
JPPEX,"JPMorgan Mid Cap Equity Fund Class R6"
JPPIX,"Janus Henderson Global Value Fund Class I"
JPPNX,"Janus Henderson Global Value Fund Class N"
JPPSX,"Janus Henderson Global Value Fund Class S"
JPRRX,"JPMorgan SmartRetirement® Blend 2035 Fund Class R2"
JPSRX,"JPMorgan SmartRetirement® Blend 2035 Fund Class I"
JPTBX,"JPMorgan SmartRetirement® Blend 2055 Fund Class I"
JPTKX,"JPMorgan SmartRetirement® Blend 2035 Fund Class R4"
JPTLX,"JPMorgan SmartRetirement® Blend 2035 Fund Class R3"
JPVAX,"Janus Henderson Value Plus Income Fund Class A"
JPVCX,"Janus Henderson Value Plus Income Fund Class C"
JPVDX,"Janus Henderson Value Plus Income Fund Class D"
JPVIX,"Janus Henderson Value Plus Income Fund Class I"
JPVNX,"Janus Henderson Value Plus Income Fund Class N"
JPVRX,"JPMorgan International Value Fund Class R5"
JPVSX,"Janus Henderson Value Plus Income Fund Class S"
JPVTX,"Janus Henderson Value Plus Income Fund Class T"
JPVZX,"JPMorgan International Value Fund Class R2"
JPYRX,"JPMorgan SmartRetirement® Blend 2035 Fund Class R6"
JQLAX,"John Hancock Funds II Multimanager Lifestyle Aggressive Portfolio Class R2"
JQLBX,"John Hancock Funds II Multimanager Lifestyle Balanced Portfolio Class R2"
JQLCX,"John Hancock Funds II Multimanager Lifestyle Conservative Portfolio Class R2"
JQLGX,"John Hancock Funds II Multimanager Lifestyle Growth Portfolio Class R2"
JQLMX,"John Hancock Funds II Multimanager Lifestyle Moderate Portfolio Class R2"
JRAAX,"Janus Henderson Research Fund Class A"
JRACX,"Janus Henderson Research Fund Class C"
JRAIX,"Janus Henderson Research Fund Class I"
JRANX,"Janus Henderson Research Fund Class N"
JRARX,"Janus Henderson Research Fund Class R"
JRASX,"Janus Henderson Research Fund Class S"
JRBBX,"JPMorgan SmartRetirement® Blend 2030 Fund Class R5"
JRBEX,"JPMorgan SmartRetirement® Blend 2030 Fund Class I"
JRBFX,"John Hancock Regional Bank Fund Class I"
JRBRX,"JPMorgan SmartRetirement® Blend 2030 Fund Class R2"
JRBSX,"JPMorgan Inflation Managed Bond Fund Class I Shares"
JRBYX,"JPMorgan SmartRetirement® Blend 2030 Fund Class R6"
JREOX,"John Hancock Funds Multi-Index 2025 Preservation Portfolio Class 1"
JREPX,"John Hancock Funds Multi-Index 2025 Preservation Portfolio Class R4"
JREQX,"John Hancock Funds Multi-Index 2025 Preservation Portfolio Class R1"
JRERX,"John Hancock Funds Multi-Index 2025 Preservation Portfolio Class R2"
JRESX,"John Hancock Funds Multi-Index 2025 Preservation Portfolio Class R6"
JRETX,"John Hancock Funds Multimanager 2060 Lifetime Portfolio Class 1"
JRFNX,"John Hancock Funds Multi-Index Income Preservation Portfolio Class R2"
JRFOX,"John Hancock Funds Multi-Index Income Preservation Portfolio Class 1"
JRFPX,"John Hancock Funds Multi-Index Income Preservation Portfolio Class R4"
JRFQX,"John Hancock Funds Multi-Index Income Preservation Portfolio Class R1"
JRFSX,"John Hancock Funds Multi-Index Income Preservation Portfolio Class R6"
JRGRX,"John Hancock Regional Bank Fund Class R6"
JRHOX,"John Hancock Funds Multi-Index 2030 Preservation Portfolio Class 1"
JRHPX,"John Hancock Funds Multi-Index 2030 Preservation Portfolio Class R4"
JRHQX,"John Hancock Funds Multi-Index 2030 Preservation Portfolio Class R1"
JRHRX,"John Hancock Funds Multi-Index 2030 Preservation Portfolio Class R2"
JRHSX,"John Hancock Funds Multi-Index 2030 Preservation Portfolio Class R6"
JRIFX,"John HancockRetirement Income 2040 Fund Class R6"
JRINX,"John Hancock Funds Multi-Index 2050 Preservation Portfolio Class R2"
JRIOX,"John Hancock Funds Multi-Index 2050 Preservation Portfolio Class 1"
JRIPX,"John Hancock Funds Multi-Index 2050 Preservation Portfolio Class R4"
JRIQX,"John Hancock Funds Multi-Index 2050 Preservation Portfolio Class R1"
JRIRX,"JPMorgan Realty Income Fund Class R5"
JRISX,"John Hancock Funds Multi-Index 2050 Preservation Portfolio Class R6"
JRITX,"John Hancock Funds Multi-Index 2055 Preservation Portfolio Class R1"
JRIUX,"John Hancock Funds Multi-Index 2055 Preservation Portfolio Class R2"
JRIVX,"John Hancock Funds Multi-Index 2055 Preservation Portfolio Class R4"
JRIWX,"John Hancock Funds Multi-Index 2055 Preservation Portfolio Class R6"
JRIYX,"John Hancock Funds Multi-Index 2055 Preservation Portfolio Class 1"
JRJKX,"JPMorgan High Yield Fund Class R4"
JRJUX,"JPMorgan Small Cap Core Fund Class R2"
JRJYX,"JPMorgan High Yield Fund Class R3"
JRLAX,"John Hancock Funds II Multimanager Lifestyle Aggressive Portfolio Class R3"
JRLBX,"John Hancock Funds II Multimanager Lifestyle Balanced Portfolio Class R3"
